primary_genre,all_genres,artist_followers,artist_popularity,track_id,name,artist_names,popularity,album,release_date,mood_label
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; hindi indie; indian indie,166037253,91,2vPrBucKCfKmafHhSfJ2pt,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")","['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya', 'Charan']",69,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",2023-02-10,romantic
sufi,sufi; bhajan; bollywood; qawwali; hindi pop; sufi; qawwali; bhajan; hindi pop; sufi; bollywood; qawwali; bhajan; hindi pop,9641258,70,2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,"['Kailash Kher', 'Paresh Kamath', 'Naresh Kamath']",74,Jhoomo Re,2011-06-03,old_melody
bhangra,bhangra; punjabi pop; bhangra; punjabi pop; desi; bollywood,4363403,69,2w9vhmHEBycDZ4vN5TmSXs,"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")","['Gippy Grewal', 'Jasmine Sandlas']",48,"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",2024-02-20,party
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; gujarati garba; bollywood; hindi pop; desi; bhajan; gujarati garba; devotional; bollywood,11977787,76,2xHMxag2921urhJvdUOmPk,Jumme Ki Raat,"['Mika Singh', 'Palak Muchhal', 'Himesh Reshammiya', 'Kumaar', 'Shabbir Ahmed']",49,Kick,2014-07-07,romantic
hindi pop,hindi pop; bollywood; hindi pop; desi; sufi; qawwali,41388907,80,2xLaYf6XYIFz3tuUJjELAs,Toota Jo Kabhi Tara,"['Sumedha Karmahe', 'Atif Aslam']",75,A Flying Jatt (Original Motion Picture Soundtrack),2016-08-04,old_melody
indian indie,indian indie; hindi indie; bollywood; hindi pop; desi; desi hip hop; hindi hip hop,5998597,71,2xgPZPMLV7w1kqaEgYEgPz,Zaar Zaar,"['Rusha & Blizza', 'Neeti Mohan', 'Farhan Khan']",58,Zaar Zaar,2025-10-06,party
ghazal,ghazal; marathi pop; bangla pop; bollywood; hindi pop; ghazal; hindi pop; ghazal; hindi pop; bollywood,10812910,74,2yRBJpAD66GuNRKQ8bKXtY,Chura Liya Hai Tumne Jo Dil Ko,"['Asha Bhosle', 'Mohammed Rafi', 'R. D. Burman']",61,Yaadon Ki Baaraat,1973-03-11,sad
,,1410,10,30D2koGKyKVrBT7kVQLrls,Gham Diye,['KDspuNKY'],0,Gham Diye,2022-07-17,chill
,,146788169,100,31TXxq8gfgYyrYClnYY48m,The Fate of Ophelia,['Taylor Swift'],87,The Life of a Showgirl,2025-10-03,old_melody
bollywood,bollywood; hindi pop; hindi pop; bollywood; desi pop; desi,1082266,74,32765xcLM1fd6wQIpkN9A0,Hasi - Male Version,"['Ami Mishra', 'Kunaal Vermaa']",75,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),2015-05-21,old_melody
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; bollywood; hindi pop; desi; kannada pop; marathi pop; bollywood,72209472,86,32DWojMZeZebVrfBkhAkKy,Barso Re,"['A.R. Rahman', 'Shreya Ghoshal', 'Uday Mazumdar']",64,Guru (Original Motion Picture Soundtrack),2006-09-11,sad
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi,11110157,77,32U1XMh3DKlm45uvpofhvY,Zaroorat,"['Mustafa Zahid', 'Mithoon']",66,Ek Villain,2014-05-28,chill
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; bollywood; hindi pop; bollywood; hindi pop; desi,7876302,82,33wyJm0ojRHTBzzmHy70IB,Tum Mere Na Huye - From “Thamma”,"['Sachin-Jigar', 'Madhubanti Bagchi', 'Amitabh Bhattacharya']",78,Tum Mere Na Huye (From “Thamma”),2025-09-29,party
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop,37002271,78,342pJxy678kgQrZXCL9RG7,Urvashi,['Yo Yo Honey Singh'],57,Urvashi,2018-09-28,romantic
indian indie,indian indie; hindi indie,145616,45,347wKqohKOnydV7bsloEQf,3am Thoughts,['NAALAYAK'],52,Marammat,2025-11-07,old_melody
hindi pop,hindi pop; punjabi pop; hindi pop; bollywood; desi,1315821,73,34Fh4HXZmnuBdtgejWUZg2,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","['Mohammad Faiz', 'Jaani']",70,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",2024-05-14,old_melody
hindi pop,hindi pop; bollywood; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop,49018784,80,352wEkChkiClswqwDoM0nj,"Coca Cola (From ""Luka Chuppi"")","['Tony Kakkar', 'Neha Kakkar', 'Young Desi', 'Tanishk Bagchi']",64,"Coca Cola (From ""Luka Chuppi"")",2019-02-04,romantic
,,40295,52,35FFqjqaPv1Fr9B1GtJdZO,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")","['Harshavardhan Rameshwar', 'Choir']",58,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",2023-12-06,romantic
,,2787653,0,35P2Xal9x3GAdOHytyEUFe,,[],0,,0000,chill
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; ,49018784,78,39QJ7KkN3L8LLqQqsO85W1,Saiyaan Ji,"['Yo Yo Honey Singh', 'Neha Kakkar', 'Nushrratt Bharuccha']",59,Saiyaan Ji,2021-01-27,romantic
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,39aHB0LHPLDZNwVhMf3DNH,"Tere Ishk Mein (From ""Tere Ishk Mein"")","['A.R. Rahman', 'Arijit Singh', 'Irshad Kamil']",79,"Tere Ishk Mein (From ""Tere Ishk Mein"")",2025-10-18,old_melody
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bhangra; punjabi pop; punjabi hip hop; desi; bollywood; bollywood; hindi pop; punjabi pop; desi; desi pop,36911496,77,39ujbBjTwwqUFySaCYDMMT,Proper Patola,"['Badshah', 'Diljit Dosanjh', 'Aastha Gill']",70,Namaste England (Original Motion Picture Soundtrack),2018-10-03,party
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop,30826001,75,39vrbjCMTRXEdiIr2IsBgd,She Move It Like,['Badshah'],65,ONE (Original Never Ends),2018-08-17,party
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop,9982109,67,3AKgg2xh1XZEmB8vNks2Gi,Hawa Hawa,"['Mika Singh', 'Prakriti Kakar', 'Gourov-Roshin']",56,"Hawa Hawa (From ""Mubarakan"")",2017-06-29,romantic
bollywood,bollywood; desi; hindi pop; gujarati garba; bollywood; gujarati pop; gujarati garba; bollywood; desi; hindi pop; sufi; gujarati pop; bollywood; sufi; hindi pop; desi; ghazal,17645541,76,3B5pWnmR739mZFh4eVdFla,Udi,"['Sunidhi Chauhan', 'Shail Hada', 'Sanjay Leela Bhansali', 'A.M. Turaz']",54,Guzaarish,2010-10-16,romantic
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi; bollywood; haryanvi pop; desi; bollywood; desi; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,75,3BhjbaGeI7E0CiIjctfdD3,Kar Gayi Chull,"['Badshah', 'Amaal Mallik', 'Fazilpuria', 'Sukriti Kakar', 'Neha Kakkar']",66,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),2016-03-04,romantic
bollywood,bollywood; desi; hindi pop; bollywood; desi; ,3503236,62,3CXHPRFNic9WOsazT4huOJ,Aa Re Pritam Pyaare,"['Sajid-Wajid', 'Mamta Sharma', 'Sarosh Sami']",65,Rowdy Rathore (Original Motion Picture Soundtrack),2012-06-24,romantic
bollywood,bollywood; hindi pop; ; hindi pop; bollywood; desi pop; desi,9783183,77,3EKHZNd0qflQK8UImpUu3k,"Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","['Vishal Mishra', 'Kaushik-Guddu', 'Kunaal Vermaa']",82,"Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)",2025-08-29,old_melody
ghazal,ghazal; hindi pop,10812910,71,3ELDXr7BysduefVsAhtQwq,Tu Is Tarah Se Mere Zindagi Main,['Mohammed Rafi'],53,Aap To Aise Na The,1980-12-05,sad
bhangra,bhangra; bollywood; desi; desi hip hop; hindi hip hop; bollywood; desi; hindi pop,1456395,61,3F0I9AkbRwz12yz7Hxn0bF,Oh Ho Ho Ho (Remix),"['Sukhbir', 'Ikka']",64,Hindi Medium,2017-04-21,party
bangla pop,bangla pop; hindi pop; bollywood; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop,166037253,91,3HiobOOpSpMsi95WBKPBYk,Hamari Adhuri Kahani (Title Track),"['Jeet Gannguli', 'Arijit Singh', 'Rashmi Virag']",74,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),2015-05-21,chill
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,3IZhkhpuGU7iNWDcQ30nZm,Dil Kaa Jo Haal Hai,"['Abhijeet', 'Shreya Ghoshal']",76,Besharam,2013-08-27,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; desi pop; desi; ; bollywood; hindi pop; desi; haryanvi pop,166037253,91,3InIAYQyi22mfV4g1T9Jkc,Main Tera Boyfriend,"['Arijit Singh', 'Neha Kakkar', 'Meet Bros.', 'Sourav Roy', 'Sohrabuddin', 'Kumaar', 'Jitendra Raghuvanshi']",63,Raabta,2017-06-03,romantic
bollywood,bollywood; sufi; gujarati garba; bollywood; gujarati pop; bollywood; sufi; hindi pop; desi; ghazal; gujarati garba; bollywood; desi; hindi pop; sufi; gujarati pop,201666,62,3JT0mVof65rIHpRZITwRx1,Khalibali,"['Shivam Pathak', 'Shail Hada', 'A.M. Turaz', 'Sanjay Leela Bhansali']",57,Padmaavat,2018-01-21,party
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop,24630694,78,3KTkaLTGZej5pIrt8yXQPc,Chal Kahin Door Nikal Jayen,"['Lata Mangeshkar', 'Kishore Kumar', 'Mohammed Rafi']",40,Doosara Aadmi,1977-09-14,sad
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; bollywood; hindi pop; desi; kannada pop; marathi pop,72209472,86,3KeMulXbLDJBQdY5PZbGEh,Param Sundari,"['A.R. Rahman', 'Shreya Ghoshal']",67,Mimi (Original Motion Picture Soundtrack),2021-07-16,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; ,166037253,91,3MVPReTwLNOBFb6KjiIRNM,Kabhi Jo Baadal Barse,"['Arijit Singh', 'Shaarib Toshi', 'Turaz', 'Azeem Shirazi']",64,Jackpot,2013-10-29,chill
bollywood,bollywood; qawwali; bollywood; hindi pop; desi; bollywood; desi; hindi pop,21846195,82,3OAFzjwWionh8OfM4kgf2R,Main Yahaan Hoon,"['Madan Mohan', 'Udit Narayan', 'Javed Akhtar']",70,Veer - Zaara,2004-09-18,sad
lo-fi,lo-fi; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; gujarati pop; bollywood; hindi pop; desi; gujarati garba; bollywood; punjabi pop; bollywood; desi; desi pop; bollywood; hindi pop; gujarati garba; desi; desi pop; bollywood,30826001,82,3S5btcqb0ERiMhHJnX3vq7,Party Mashup - By DJ NYK,"['DJ Nyk', 'Badshah', 'Sachin-Jigar', 'AKASA', 'Rashmeet Kaur', 'Asees Kaur', 'Shamur']",45,Party Mashup (By DJ NYK),2021-05-07,romantic
punjabi pop,punjabi pop; bhangra; desi; hindi pop; desi pop; bollywood; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; punjabi pop; hindi pop; bollywood; desi,9381246,80,3SxOgJihDKlbZ9C1OvLgNs,"Kyaa Baat Haii 2.0 (From ""Govinda Naam Mera"")","['Harrdy Sandhu', 'Tanishk Bagchi', 'Nikhita Gandhi', 'Jaani']",55,"Kyaa Baat Haii 2.0 (From ""Govinda Naam Mera"")",2022-12-05,romantic
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,20631936,78,3Tel7yJVZrPclGFsMsxZcV,Aanewala Pal Janewala Hai,"['Kishore Kumar', 'R. D. Burman']",53,Golmaal,1979-04-20,sad
bollywood,bollywood; hindi pop; desi; bollywood,2466313,68,3TrdGeV5bEpHezExHlsguD,"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]","['Jawad Ahmad', 'Shaarib Toshi', 'Alia Bhatt']",60,"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]",2014-06-19,chill
bollywood,bollywood; desi; hindi pop; bollywood; desi; desi pop,17645541,80,3UaP2PQwhA31keZXt7oPLA,The Disco Song,"['Vishal-Shekhar', 'Benny Dayal', 'Sunidhi Chauhan', 'Nazia Hassan']",61,Student of the Year (Original Motion Picture Soundtrack),2012-08-31,romantic
bollywood,bollywood; hindi pop; desi; tollywood; bollywood; desi; telugu pop; hindi pop; bollywood; tamil pop; kollywood; hindi pop; desi; tamil dance; bollywood; hindi pop; desi pop; desi,2382748,76,3UwxYcNbYNu8RgebscF2P8,"Dil Ka Telephone - From ""Dream Girl""","['Kumaar', 'Nakash Aziz', 'Jonita Gandhi', 'Meet Bros.']",41,Dream Girl (Original Motion Picture Soundtrack),2019-09-06,romantic
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop,37002271,78,3VXh3jYTW3lTxtXRnu2TKP,Lungi Dance,['Yo Yo Honey Singh'],63,Lungi Dance,2013-08-06,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; desi; hindi pop,166037253,91,3W1XPf7mvuQcWQB7U7MbTM,Dilliwaali Girlfriend,"['Pritam', 'Arijit Singh', 'Sunidhi Chauhan']",70,Yeh Jawaani Hai Deewani,2013-03-30,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,3XWBGyt7m2rZAjEj0awWnw,"Sanam Re (From ""Sanam Re"")","['Mithoon', 'Arijit Singh']",61,Love Forever With Arijit Singh,2017-06-07,chill
bollywood,bollywood; desi; hindi pop,16471568,80,3XyFQxpSlGowWpZkIn3ISA,One Two Three Four (Get On The Dance Floor),"['Vishal-Shekhar', 'Vishal Dadlani', 'Hamsika Iyer']",68,Chennai Express,2013-07-03,romantic
bollywood,bollywood; hindi pop; desi; kannada pop; marathi pop; bangla pop; hindi indie,33208103,86,3YCQF1AzAu54fHqVOQwnqh,Journey Song,"['Shreya Ghoshal', 'Anupam Roy']",43,Piku (Original Motion Picture Soundtrack),2018-08-13,romantic
bollywood,bollywood; desi; hindi pop; bollywood; desi,16471568,80,3ZG4yg79MNFjW1reNwvcEb,Golmaal (Female Version),"['Vishal-Shekhar', 'Anushka Manchanda', 'Vishal Dadlani']",44,Golmaal Returns,2008-09-24,romantic
bhajan,bhajan; hindi pop; devotional; bollywood; desi pop; bollywood; hindi pop; desi pop; desi; bollywood; hindi pop; desi; desi pop; gujarati garba,7567925,80,3ZjMdVOWxQ53FKrmkgCv95,"Psycho Saiyaan (From ""Saaho"")","['Sachet Tandon', 'Dhvani Bhanushali', 'Tanishk Bagchi']",63,"Psycho Saiyaan (From ""Saaho"")",2019-07-08,party
hindi pop,hindi pop; bollywood; desi pop; desi; bhajan; hindi pop; bollywood; devotional,21369186,76,3ZoXWKCwp2r603Z5bYWhtt,"Khoobsurat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","['Kunaal Vermaa', 'Jubin Nautiyal']",69,"Khoobsurat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)",2025-10-18,old_melody
,,71901,64,3anHs4ijBd3Iw0E0fBPwtH,Kashish,"['Ashish Bhatia', 'Omkar Singh', 'Kashish Ratnani']",82,Kashish,2024-06-11,old_melody
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; desi; hindi pop; desi pop; bollywood; hindi pop,12140796,80,3ayMReTwLoo6jAg7adDqyz,"Har Funn Maula (From ""Koi Jaane Na"")","['Tanishk Bagchi', 'Vishal Dadlani', 'Zahrah S Khan']",61,"Har Funn Maula (From ""Koi Jaane Na"")",2021-03-10,romantic
bollywood,bollywood; desi; hindi pop; bollywood; sufi; hindi pop; desi,17645541,80,3bZPdEskcnMdepwCaDSJRl,Bin Tere,"['Vishal-Shekhar', 'Shafqat Amanat Ali', 'Sunidhi Chauhan']",71,I Hate Luv Storys (Original Motion Picture Soundtrack),2010-05-25,old_melody
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; kannada pop; marathi pop,166037253,91,3ctaMit7CuiHIPVYrRvm15,Raat Bhar,"['Arijit Singh', 'Shreya Ghoshal']",64,Heropanti,2014-04-21,romantic
indian indie,indian indie,923,35,3dYloHXbGWAgFWtYLqYtV5,Gentleman,"['Abhishek Dubey', 'SubhoBeatz']",30,Gentleman,2024-09-13,party
gujarati garba,gujarati garba; bollywood; desi; hindi pop; sufi; gujarati pop; gujarati garba; gujarati pop; gujarati garba; bollywood; gujarati pop; gujarati garba; gujarati pop; bollywood,201666,62,3e1JStKIIfidujpSzjqv3F,Dholida,"['Sanjay Leela Bhansali', 'Jahnvi Shrimankar', 'Shail Hada', 'Dipti', 'Pragati', 'Rucha', 'Arohi', 'Archana']",54,Dholida - Gangubai Kathiawadi,2022-02-10,party
bangla pop,bangla pop,805299,55,3eQMtPE521WkGp38jmQXQq,"Oviman - From "" Best friend 3""",['Tanveer Evan'],55,"Oviman (From "" Best friend 3"")",2021-03-13,chill
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop,166037253,91,3f0wz6zcA7XkQiGm0qNF5r,"Thodi Jagah (From ""Marjaavaan"")","['Arijit Singh', 'Tanishk Bagchi', 'Rashmi Virag']",69,"Thodi Jagah (From ""Marjaavaan"")",2019-10-18,chill
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi; bollywood; haryanvi pop; desi; bollywood; desi; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,75,3fPgIknlkDWXs1l2noKZbp,Kar Gayi Chull,"['Badshah', 'Amaal Mallik', 'Fazilpuria', 'Sukriti Kakar', 'Neha Kakkar']",65,The Badshah of Party Hits,2017-12-15,party
ghazal,ghazal; tamil dance; ; ghazal,4095408,66,3h5YZTfJ4BBpvLVHS6lGUl,Kya Khoob Lagti Ho,"['Mukesh', 'Kanchan', 'Kalyanji-Anandji']",65,Dharmatma,1975-04-30,sad
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,3h6Xvd0lISog6GxTk4X6MK,"Uska Hi Banana (From ""1920 Evil Returns"")",['Arijit Singh'],66,Arijit Singh Broken Strings,2019-04-24,chill
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop,37002271,78,3hVc5y5mbcIEPADRGGGru9,One Bottle Down,['Yo Yo Honey Singh'],64,One Bottle Down,2015-03-20,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,3kN1OPVSLEK0vBFEOaLZsA,Naina,['Arijit Singh'],0,Dangal,2016-12-14,chill
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,3koIkVeaGyzs7cxVy6LBQc,Dil Royi Jaye,['Arijit Singh'],37,De De Pyaar De,2019-05-15,chill
,,9257,0,3llwwXagtWAQAkYlTyIJMS,Arcade X Aaya na tu (Mashup),['Rudra'],0,Arcade X Aaya na tu (Mashup),2022-01-01,chill
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,3oM90C4SZLYzVZJEZD5EQk,Khairiyat (Bonus Track),"['Pritam', 'Arijit Singh']",64,Chhichhore,2019-08-31,chill
hindi pop,hindi pop; bollywood; bollywood; hindi pop; desi,13560355,76,3oWxFNsXstcancCR1wODR4,Tera Ban Jaunga,"['Akhil Sachdeva', 'Tulsi Kumar', 'Kumaar']",70,Kabir Singh,2019-06-14,old_melody
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop,166037253,91,3rVBZoeJT4lIr1S9EeENtc,Ullu Ka Pattha,"['Pritam', 'Arijit Singh', 'Nikhita Gandhi']",44,Jagga Jasoos,2017-07-20,romantic
telugu pop,telugu pop; tollywood; tamil dance; tamil pop; kollywood; tollywood; telugu pop; telugu pop; tollywood,12424770,74,3szxldqiYs7nkvtmooRod8,"Oo Antava Oo Oo Antava (From ""Pushpa - The Rise"")(Telugu)","['Devi Sri Prasad', 'Indravathi Chauhan', 'Chandra Bose']",62,"Oo Antava Oo Oo Antava (From ""Pushpa - The Rise"")(Telugu)",2021-12-10,party
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; bollywood; hindi pop; desi; sufi; qawwali; bollywood; hindi pop; desi; kannada pop; marathi pop,41388907,86,3t3wsY5IdLVzB9WidegJSU,Jeene Laga Hoon,"['Sachin-Jigar', 'Atif Aslam', 'Shreya Ghoshal']",78,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),2013-07-19,old_melody
hindi indie,hindi indie,32182,46,3t7yhBYoxEyYOIN6mYI8NX,Ahista Ahista,['Kazinama'],0,Technograde,2024-09-02,romantic
punjabi pop,punjabi pop,4728561,55,3xP7B3DnUkyU0DBvmRpM9Y,Shanti,"['Millind Gaba', 'Music Mg']",39,Shanti,2021-06-22,romantic
indian indie,indian indie; hindi indie,4645,29,3xbEEIT1Nt6sjOCekNBjeV,No Deal,['Komorebi'],41,No Deal,2025-10-01,old_melody
hindi pop,hindi pop; bollywood; desi; bangla pop; sufi; hindi pop; bollywood; hindi pop; bhajan,166037253,91,3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")","['Arijit Singh', 'Shreyas Puranik', 'Siddharth - Garima']",77,"Satranga (From ""ANIMAL"")",2023-10-27,old_melody
bhajan,bhajan; hindi pop; devotional; bollywood; desi pop; bollywood; hindi pop,7567925,74,3ygfdwvBJ2Y5XhJiiHFFZE,Maiyya Mainu,"['Sachet Tandon', 'Shellee']",75,Jersey (Original Motion Picture Soundtrack),2022-04-26,old_melody
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; hindi pop; bollywood,24630694,78,43TsFFiJhkU8Lsame8tFv5,Goom Hai Kisi Ke Pyar Mein,"['Kishore Kumar', 'Lata Mangeshkar', 'R. D. Burman']",51,Raampur Ka Lakshman,1972-07-26,sad
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,43Xb3G04Pgp63fNhQW4T6W,Dance Ka Bhoot,"['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya']",47,Brahmastra (Original Motion Picture Soundtrack),2022-10-06,party
indian indie,indian indie; desi; hindi indie; indian indie; hindi indie; desi,389262,65,44LaY2y6wRRlSRjsqbKnuU,Jhol - Acoustic,"['Maanu', 'Annural Khalid', 'Abdullah Siddiqui']",79,Jhol - Acoustic,2025-03-03,old_melody
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; indian indie; hindi indie; hindi pop; bollywood; desi; ,5871651,80,45C7tXCrmp3R5E65XUtLLj,"Jehda Nasha (From ""An Action Hero"")","['Tanishk Bagchi', 'Faridkot', 'Yohani', 'Amar Jalal', 'Harjot Kaur']",56,"Jehda Nasha (From ""An Action Hero"")",2022-11-17,romantic
ghazal,ghazal; tamil dance; ghazal; bollywood; bhajan; hindi pop; marathi pop,24630694,78,46bHffIYlRKDZJG1Wbv8vi,Kabhi Kabhi Mere Dil Mein Duet,"['Mukesh', 'Lata Mangeshkar']",57,Kabhi Kabhie,1976-01-27,sad
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; punjabi pop; desi; desi pop,30826001,75,47Rqh5ZSamtIOFi7G6VgFJ,Paani Paani,"['Badshah', 'Aastha Gill']",59,Paani Paani,2021-06-09,romantic
indian indie,indian indie; haryanvi pop,1037,35,482fbU0GFzOszvhxtKz8IH,Tu Nahi Hai,"['Abhishek Dubey', 'SubhoBeatz', 'Akansha Tripathi']",37,Tu Nahi Hai,2023-11-03,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; desi; hindi pop,166037253,91,48pyUxg9RYuwie5M9R7qRn,Sooraj Dooba Hain,"['Amaal Mallik', 'Arijit Singh', 'Aditi Singh Sharma', 'Kumaar']",69,Roy,2015-01-09,romantic
bollywood,bollywood; hindi pop,6014434,72,4A15QHUraE6rrP0Co6S3lG,Woh Ladki Jo,['Abhijeet'],63,Baadshah (Original Motion Picture Soundtrack),1999-07-01,romantic
ghazal,ghazal; marathi pop; bangla pop; bollywood; hindi pop; ghazal; hindi pop; ghazal; bhajan,10812910,72,4A25oKvV6c91rH3MLBGBN9,Dhal Gaya Din Ho Gayi Sham,"['Asha Bhosle', 'Mohammed Rafi', 'Laxmikant–Pyarelal']",48,Humjoli,1970-01-01,sad
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,4A7eOIbt19Wk5OXjVxE3SI,"Har Kisi Ko (From ""Boss)","['Arijit Singh', 'Neeti Mohan']",65,Love Dose Arijit Singh,2016-02-11,chill
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop,11977787,73,4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,"['Himesh Reshammiya', 'Vineet Singh', 'Aaman Trikha']",72,Khiladi 786,2012-10-30,romantic
bollywood,bollywood; sufi; desi; hindi pop; marathi pop; bollywood; devotional; bhajan; desi; tamil dance; hindi pop; bollywood; hindi pop; desi; bollywood; sufi; hindi pop; desi,13428271,77,4BTPzhEsyW3blWcxcuhLM0,Mitwa,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'Caralisa Monteiro', 'Shafqat Amanat Ali']",74,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),2006-06-08,old_melody
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; telugu pop; kannada pop; tamil pop; devotional; tollywood; sandalwood; kollywood,24630694,81,4CA6BnmkjSSAOdmVTJ2Jvg,Aake Teri Baahon Mein,"['Lata Mangeshkar', 'S. P. Balasubrahmanyam']",44,Vansh (Original Motion Picture Soundtrack),1992-02-18,sad
,,14,21,4CH2EHB3c7V2DtSOChKLXZ,Raat Baaki Hai,['AARIA'],39,Raat Baaki Hai,2025-09-17,old_melody
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop; punjabi pop; punjabi hip hop; punjabi pop,22159235,74,4Cp29GrZ9Jxxoke0OeQGuz,"PERFECT (From ""Sunny Sanskari Ki Tulsi Kumari"")","['Guru Randhawa', 'Gill Machhrai', 'Rony Ajnali', 'Dilmaan']",76,"PERFECT (From ""Sunny Sanskari Ki Tulsi Kumari"")",2025-09-18,party
bollywood,bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,4CuBg0h6kD85MPN8Ntq6Zr,Latoo,['Shreya Ghoshal'],54,Ghajini,2008-11-25,romantic
